Comune;Provincia;Regione;Tipologia;Categoria;Denominazione;Indirizzo;CAP;Località;Frazione;Telefono;FAX;Indirizzo posta elettronica;Sito internet;Codice esercizio;Camere;Posti letto standard;Posti letto aggiuntivi;18;1]                                                                              ## 
CHIAVARI;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;SAN PIETRO;C.SO VALPARAISO 180/182/184;16043;Chiavari;;0185/307672;0185/377485;info@hotelsanpietrochiavari.it;http://www.hotelsanpietrochiavari.it/;GE3030;21;39;0;11;1]                                                                ##
CHIAVARI;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;3STELLE;DELL'ORTO;P.ZZA N.S.DELL'ORTO 3;16043;CHIAVARI;;0185/390448;0185/1836411;info@tigulliohotel.com;http://www.tigulliohotel.com;GE2880;21;42;2;14;1]                                                                                       ##
CHIAVARI;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;3STELLE;FERRARI;C.S0 DE MICHIEL N.57;16043;CHIAVARI;;0185/308604;0185/308605;info@albergoferrari.com;www.hotel-ferrari.com;GE2910;25;47;13;15;1]                                                                                                ##
CHIAVARI;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;3STELLE;SANTA MARIA;V.LE TITO GROPPO 29;16043;Chiavari;;0185/363321;0185/323508;info@santamaria-hotel.com;http://www.santamaria-hotel.com;GE3040;31;63;5;13;1]                                                                                  ##
CHIAVARI;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;3STELLE;STELLA DEL MARE;V.LE MILLO 115;16043;Chiavari;;0185322446;0185308179;info@albergostelladelmare.it;http://www.albergostelladelmare.it/;GE3050;60;114;8;20;1]                                                                             ##
CHIAVARI;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;3STELLE;ZIA PIERA;VIA MARINA GIULIA 25;16043;;;0185/598047;;info@hotelziapiera.it;www.hotelziapiera.it;GE3080;24;38;0;13;1]                                                                                                                     ##
CHIAVARI;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;4STELLE;MONTE ROSA;Via Marinetti 6;16043;CHIAVARI;;0185 300321;0185 312868;info@hotelmonterosa.it;www.hotelmonterosa.it;GE20;62;117;15;15;1]                                                                                                    ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;AURELIA;VIA AURELIA 3;16016;;;0109185013;0109189003;hotel@Cogoleto.com;www.hotel.Cogoleto.com;GE390;0;0;0;10;1]                                                                                                                         ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;AURELIA - DIPENDENZA 1;VIA AURELIA N.5;16016;COGOLETO;;010/9189003;010/9185013;hotel@Cogoleto.com;www.hotel.cogoleto.com;GE392;9;17;1;11;1]                                                                                             ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;AURELIA - DIPENDENZA 2;VIA AURELIA N. 5;16011;COGOLETO;;010/189003;010/9185013;hotel@cogoleto.com;www.hotel.cogoleto.com;20127609;8;16;1;10;1]                                                                                          ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;CIARIN;VIA CASCINE 9;16016;;SCIARBORASCA;010/9188093;;canepa.ciarlo@gmail.com;;GE420;11;21;2;11;1]                                                                                                                                      ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;ALIETTA;VIA L. ALLEGRO 69;16016;COGOLETO;;0109181215;010/9181215;info@albergoalietta.it;http://www.albergoalietta.it;GE380;11;22;3;15;1]                                                                                                ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;LA PINETA;VIA LA PINETA 2;16016;COGOLETO;SCIARBORASCA;010/9188404;010/9188067;dariaciarlo@libero.it;http://www.hotellapineta.it;GE460;24;41;3;15;1]                                                                                     ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;LA PINETA - DIPENDENZA;VIA LA PINETA 2;16016;;SCIARBORASCA;010/9188404;010/9188067;dariaciarlo@libero.it;http://www.hotellapineta.it;GE462;8;16;6;10;1]                                                                                 ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;LA TORRE;VIA PARASCO 11;16016;;;0109185300;0109185300;info@latorrecogoleto.it;http://www.hotellatorre.com;GE5360;11;22;0;13;1]                                                                                                          ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;SAN LORENZO;VIa San Lorenzo 26;16016;;;010 9182836;010 9189257;albergosanlorenzo@outlook.com;;GE530;12;22;2;13;1]                                                                                                                       ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;3STELLE;ECO DEL MARE;VIA DELLA MADONNINA INF. N. 5;16016;COGOLETO;;010/9182009;010/9182009;hotelecodelmare@alice.it;www.hotelecodelmare.net;221330CE;16;32;14;20;1]                                                                             ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;3STELLE;SERENO;VIA DEL PARCO 2;16016;Cogoleto;;010/9183228;010/9183662;hotelsereno@hotmail.com;;GE540;16;25;0;19;1]                                                                                                                             ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;3STELLE;SERENO - DIPENDENZA;VIA DEL PARCO,2;16016;;;010/9184511;010/9183662;hotelsereno@hotmail.com;;GE542;15;25;0;14;1]                                                                                                                        ##
COGOLETO;CITTA' METROPOLITANA DI GENOVA;Liguria;Residenze turistico alberghiere;3STELLE;VILLA BEUCA;VIA FRANKENBERGEN 37;16016;;;0109189098;0109189097;info@residencevillabeuca.com;www.residencevillabeuca.com;2009120;44;52;73;19;1]                                                                   ##
COGORNO;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;NUOVO BATESTO;VIA DIVISIONE CODURI 92;16030;COGORNO;SAN SALVATORE;0185-382099;0185/382099;nuovobatesto@hotmail.it;;GE850;13;22;0;19;1]                                                                                                   ##
CROCEFIESCHI;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;LA BRAIA;VIA CASIN 6/8;16010;CROCEFIESCHI;;010/931279;010931226;robertotacchella1953@gmail.com;;GE140;24;36;0;16;1]                                                                                                                 ##
FASCIA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;CASA DEL ROMANO;LOC.CASA DEL ROMANO 62;16020;FASCIA;CASA DEL ROMANO;010/95946;010/95946;casa_del_romano@libero.it;;GE610;10;20;1;11;1]                                                                                                    ##
FONTANIGORDA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;AL GIRARROSTO;VIA NAZIONALE 2;16023;FONTANIGORDA;DUE PONTI;010/95812;010/95805;info@hoteldueponti.com;http://www.hoteldueponti.it;GE5100;18;38;3;12;1]                                                                              ##
FONTANIGORDA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;2STELLE;AUGUSTUS;VIA FONTANA VECCHIA 1;16023;FONTANIGORDA;;010/952014;;alb.augustus@gmail.com;;GE680;29;53;0;14;1]                                                                                                                          ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;ARGENTINA;VIA GROPALLO 4/4;16122;GENOVA;;010/8393722;010/8393722;info@albergoargentinagenova.it;http://www.albergoargentinagenova.it;2000104;9;15;4;18;1]                                                                                 ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;ASTRO;VIA XX SETTEMBRE 3/21;16121;;;010581533;010/5954107;albergoastrogenova@gmail.com;www.albergo-astro.com;GE3270;16;25;0;20;1]                                                                                                         ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;BARONE;VIA XX SETTEMBRE 2/23;16121;;;010/587578 -530047;010/587578;hotelbarone@yahoo.it;;GE3280;12;22;3;19;1]                                                                                                                             ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;BERNHEOF;VIA BALBI 15/5 - 6;16126;GENOVA;;010 2472166;010 2472166;hotelbernheof@libero.it;;GE3770;11;21;1;17;1]                                                                                                                           ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;CAFFARO;VIA CAFFARO 3/14;16124;;;0102472362;0102472362;info@albergocaffaro.it;http://www.albergocaffaro.it;2001241;8;14;4;12;1]                                                                                                           ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;DORIA;VICO DEI GARIBALDI 3;16123;GENOVA;;0102474278;010/2474278;hoteldoria@alice.it;;GE3560;16;25;0;13;1]                                                                                                                                 ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;EURO;VIA SAMPIERDARENA 17/3;16149;GENOVA;SAMPIERDARENA;010466610;010 466610;hoteleuro@legalmail.it;;GE5560;12;16;0;20;1]                                                                                                                  ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;FIERAMARE;CORSO TORINO 17/5;16129;GENOVA;;010540450;010/540450;fieramaregenova@libero.it;www.albergofieramaregenova.it;GE4070;7;14;2;16;1]                                                                                                ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;FIORITA;VIA SAMPIERDARENA 59;16149;GENOVA;SAMPIERDARENA;0106450811;010413752;albergofiorita@gmail.com;;GE4220;35;64;9;18;1]                                                                                                               ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;GENZIANA;VICO MELE 7;16123;GENOVA;;0102474240;010/2474240;hotelgenzianagenova@gmail.com;HOTELGENZIANAGENOVA.COM;GE3570;13;25;0;10;1]                                                                                                      ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;MAJOR;VICO SPADA 4;16123;GENOVA;;010/2474174;010/2469898;hotelmajor@libero.it;www.hotelmajorgenova.it;GE3580;17;25;0;15;1]                                                                                                                ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;MASSENA;P.ZZA MASSENA 5/8;16152;GENOVA;CORNIGLIANO;010 3028447;010 6518564;massenahotel@gmail.com;;GE4260;10;18;2;10;1]                                                                                                                   ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;NAZIONALE;VIA N. GALLINO 25 R;16164;GENOVA;PONTEDECIMO;0107856692;010/7856692;albergonazionale1891@libero.it;;GE4380;12;20;2;12;1]                                                                                                        ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;NEW PRIMAVERA;Piazza Vittorio Veneto 12/3;16149;;;010 6453649;010 6453649;info@newprimavera.it;;20138723;10;15;0;15;1]                                                                                                                    ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;PANSON;Salita Pollaioli 13/3;16123;;;0102468903;010/2468903;ristorantepanson@libero.it;;GE3600;12;21;2;19;1]                                                                                                                              ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;PARIGI;VIA PRE' 72/1;16126;;;010252172;010/261005;sferragina@virgilio.it;;GE3950;10;16;2;13;1]                                                                                                                                            ##
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Alberghi;1STELLA;ROYAL;VIA PRE' 59;16126;GENOVA;;010/261113;010/261113;albergoroyal@hotmail.com;;GE3980;15;24;5;20;1]                                                                                                                                      ##
